,Age,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
752,36,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,16,3,3,0,18,1,3,17,13,15,14
753,39,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,13,3,3,0,21,2,3,21,6,2,8
754,33,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,19,3,4,0,3,2,2,2,2,2,2
755,45,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,13,3,2,1,26,4,4,9,3,1,1
756,32,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,12,3,2,0,10,2,3,8,7,7,7
757,34,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,11,3,4,1,16,2,2,15,1,0,9
758,59,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,14,3,3,1,14,1,1,6,4,0,4
759,45,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,16,3,1,0,6,3,3,6,3,0,4
760,53,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,12,3,1,1,30,2,3,15,7,6,12
761,36,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,14,3,2,1,9,3,2,1,0,0,0
762,26,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,14,3,2,1,6,2,3,3,2,1,2
763,34,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,19,3,4,1,1,2,3,1,1,0,0
764,28,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,22,4,2,0,1,5,3,1,0,0,0
765,38,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,16,3,1,1,8,2,3,2,2,2,2
766,50,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,11,3,4,1,29,2,2,8,1,7,7
767,37,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,15,3,1,0,8,3,2,4,3,0,1
768,40,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,14,3,2,1,8,3,2,7,7,7,5
769,26,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,13,3,3,2,5,5,3,5,3,1,3
770,46,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,17,3,4,2,23,0,3,2,2,2,2
771,54,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,11,3,2,1,13,4,3,9,4,7,0
772,56,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,19,3,2,1,18,4,3,5,4,0,3
773,36,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,11,3,2,0,15,2,2,14,8,7,8
774,55,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2
775,43,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,13,3,3,1,18,5,3,1,0,0,0
776,20,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,14,3,2,0,2,3,3,2,2,0,2
777,21,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,13,3,1,0,1,6,2,1,0,1,0
778,46,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7
779,51,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,12,3,3,3,18,2,4,10,0,2,7
780,28,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,12,3,1,0,10,2,2,10,7,1,9
781,26,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3
782,30,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,15,3,3,1,7,1,2,6,2,0,2
783,41,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,13,3,3,0,10,3,3,10,6,0,8
784,38,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,18,3,1,1,20,4,2,19,9,1,9
785,40,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,20,4,4,1,14,6,3,11,10,11,1
786,27,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,19,3,4,3,3,4,3,3,2,1,2
787,55,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,18,3,2,1,23,4,3,3,2,1,2
788,28,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,13,3,4,0,10,4,4,8,7,1,7
789,44,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,14,3,4,1,24,1,3,20,6,3,6
790,33,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,15,3,3,1,9,2,3,3,2,1,2
791,35,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7
792,33,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8
793,28,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2
794,34,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,17,3,3,0,7,1,2,6,2,0,4
795,37,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,14,3,3,3,8,5,3,1,0,0,0
796,25,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,15,3,2,1,7,3,4,7,7,5,6
797,26,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,20,4,3,1,1,0,2,1,1,0,0
798,33,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2
799,42,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,17,3,4,1,23,3,3,22,6,13,7
800,28,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0
801,50,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,14,3,4,0,5,4,3,0,0,0,0
802,33,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2
803,34,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,17,3,4,3,6,2,3,0,0,0,0
804,48,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,22,4,3,0,27,3,2,5,4,2,1
805,45,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,13,3,4,1,15,2,3,15,10,4,12
806,52,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,19,3,4,0,18,4,3,8,6,4,0
807,38,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,14,3,2,2,9,2,3,8,7,2,7
808,29,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,22,4,1,1,11,1,3,7,5,1,7
809,28,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,17,3,2,3,10,3,2,9,7,1,7
810,46,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,12,3,4,1,23,3,3,12,9,4,9
811,38,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,16,3,3,0,10,2,3,1,0,0,0
812,43,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,11,3,3,1,18,1,3,8,7,0,1
813,39,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,11,3,4,3,21,4,3,18,7,11,5
814,40,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,14,3,1,0,21,2,4,20,7,4,9
815,21,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,11,3,3,0,2,6,4,2,2,2,2
816,39,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,15,3,3,0,9,2,2,5,4,0,3
817,36,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,20,4,1,0,18,0,3,11,9,0,9
818,31,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,12,3,1,1,3,4,3,2,2,2,2
819,28,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,17,3,1,0,6,2,1,5,3,0,4
820,35,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,11,3,4,1,5,3,3,5,2,0,2
821,49,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,17,3,2,1,22,3,3,9,8,2,3
822,34,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,11,3,4,0,5,3,2,3,2,0,2
823,29,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,14,3,4,2,8,2,2,7,5,1,1
824,42,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,19,3,1,0,16,3,3,1,0,0,0
825,29,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,15,3,3,1,10,2,2,10,7,1,2
826,38,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,13,3,4,1,7,2,4,7,6,5,0
827,28,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,14,3,4,1,3,2,3,3,1,0,2
828,18,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,12,3,4,0,0,0,3,0,0,0,0
829,33,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,17,3,1,0,6,3,3,5,2,0,3
830,41,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,11,3,1,1,6,4,3,1,0,0,0
831,31,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,12,3,3,1,2,5,2,2,2,2,2
832,37,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,13,3,3,2,9,2,3,6,2,1,3
833,27,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,13,3,3,1,4,0,3,4,2,2,2
834,34,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,20,4,1,0,6,3,2,6,5,1,3
835,35,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,17,3,2,0,6,2,1,5,4,1,4
836,29,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,13,3,1,1,11,3,1,11,8,3,10
837,40,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,17,3,3,0,20,3,2,18,7,2,13
838,42,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,12,3,2,0,22,2,2,21,9,13,14
839,42,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,13,3,4,0,9,3,4,6,4,1,5
840,35,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,12,3,2,1,10,2,3,8,0,1,7
841,24,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,22,4,4,0,6,2,3,4,3,1,2
842,28,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,11,3,4,0,1,4,2,1,1,0,0
843,26,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,22,4,2,1,8,2,3,8,7,0,7
844,30,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,18,3,1,1,10,3,3,10,3,1,4
845,40,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,13,3,4,1,16,3,1,1,1,0,0
846,35,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,18,3,2,1,15,2,4,7,7,6,4
847,34,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,20,4,3,0,14,3,3,13,9,4,9
848,35,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,13,3,2,1,2,2,4,2,2,2,2
849,43,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,13,3,2,0,7,2,2,4,3,1,3
850,32,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,12,3,3,3,1,3,3,1,0,0,0
851,56,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,13,3,4,1,28,2,3,5,2,4,2
852,29,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,13,3,1,1,10,5,3,10,8,0,8
853,19,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,25,4,3,0,1,4,3,1,1,0,0
854,45,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,19,3,3,1,7,2,2,3,2,0,2
855,37,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,13,3,2,1,14,2,2,14,8,3,11
856,20,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,12,3,1,0,2,2,2,2,2,1,2
857,44,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,11,3,3,0,6,4,3,6,4,0,2
858,53,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,18,3,2,1,26,6,3,7,7,4,7
859,29,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,18,3,1,1,6,2,2,5,4,1,3
860,22,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,11,3,2,1,1,5,3,0,0,0,0
861,46,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,23,4,1,0,28,2,3,26,15,15,9
862,44,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,13,3,4,0,6,3,3,0,0,0,0
863,33,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,13,3,4,1,5,2,3,5,4,1,4
864,41,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,17,3,1,1,5,2,1,1,0,0,0
865,30,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,19,3,3,3,8,3,3,4,3,0,3
866,40,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,12,3,4,3,5,2,3,0,0,0,0
867,50,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,22,4,3,1,32,3,3,2,2,2,2
868,28,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,12,3,3,3,6,2,3,6,5,3,3
869,46,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,11,3,1,1,25,2,3,4,2,0,3
870,35,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,15,3,4,3,15,2,3,7,7,1,7
871,24,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,13,3,1,1,1,3,1,1,0,0,0
872,33,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,12,3,1,1,10,3,2,10,7,0,1
873,36,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,14,3,3,1,7,4,3,7,7,1,7
874,30,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,13,3,1,3,10,4,2,10,7,8,9
875,44,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,25,4,2,0,20,3,3,20,11,13,17
876,20,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,17,3,4,0,2,2,3,2,1,2,2
877,46,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,11,3,3,1,12,3,2,6,3,1,4
878,42,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,16,3,1,1,10,3,4,4,3,0,3
879,60,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,18,3,2,1,12,3,3,11,7,1,9
880,32,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,20,4,3,1,2,2,3,2,2,2,2
881,32,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,14,3,4,0,10,2,3,8,7,0,7
882,36,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,21,4,3,1,17,2,3,7,7,7,7
883,33,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,13,3,2,1,15,5,3,14,10,4,10
884,40,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,12,3,2,1,7,2,4,5,1,1,3
885,25,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,14,3,2,0,5,4,3,4,3,1,1
886,30,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,21,4,1,1,12,2,3,11,9,5,7
887,42,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,17,3,3,0,20,6,3,1,0,0,0
888,35,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,11,3,2,1,16,6,2,13,2,4,12
889,27,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,14,3,4,2,9,3,2,9,7,6,8
890,54,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,17,3,1,1,33,2,1,5,4,1,4
891,44,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,13,3,4,1,10,5,3,10,5,7,7
892,19,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,25,4,2,0,1,2,4,1,1,0,0
893,29,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,15,3,1,3,3,5,3,3,2,1,2
894,54,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,14,3,1,0,36,2,3,10,9,0,9
895,31,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,12,3,4,0,6,2,2,6,5,0,1
896,31,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,19,3,2,0,10,2,3,10,9,1,8
897,59,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,17,3,4,0,13,2,3,6,1,0,5
898,43,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,14,3,2,1,25,2,3,8,7,0,7
899,49,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,13,3,3,1,23,2,4,1,0,0,0
900,36,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,12,3,3,0,12,2,2,11,10,0,7
901,48,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,11,3,3,0,7,4,2,1,0,0,0
902,27,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,11,3,2,3,5,2,3,5,3,0,3
903,29,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,11,3,2,2,6,2,3,6,0,1,0
904,48,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,12,3,3,0,25,3,4,1,0,0,0
905,29,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,14,3,2,2,9,2,2,7,7,1,7
906,34,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,17,3,4,0,2,5,2,1,0,0,0
907,44,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,11,3,3,1,26,5,3,22,9,3,10
908,33,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,14,3,4,2,10,3,3,9,8,0,8
909,19,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,12,3,4,0,1,2,3,1,0,0,1
910,23,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,22,4,4,1,1,2,3,1,0,0,1
911,25,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,14,3,4,0,1,4,3,1,0,1,0
912,26,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,20,4,2,0,8,2,2,8,5,2,2
913,45,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,2493,2,16,3,1,0,26,2,3,24,10,1,11
914,55,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,15,3,4,1,34,3,3,33,9,15,0
915,21,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,20,4,3,0,2,2,1,2,2,2,2
916,46,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,14,3,3,1,26,2,3,11,4,0,8
917,34,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,12,3,4,0,4,3,3,3,2,0,2
918,51,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,24,4,1,1,31,5,2,29,10,11,10
919,59,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,12,3,4,0,25,6,2,9,7,5,4
920,34,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,13,3,3,2,15,2,4,11,8,5,10
921,28,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,11,3,3,0,5,2,2,4,2,0,2
922,44,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,14,3,4,2,26,4,2,25,9,14,13
923,34,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,11,3,4,2,14,5,4,10,9,1,8
924,35,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,14,3,4,0,4,3,3,3,2,2,2
925,42,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,16,3,4,0,18,2,3,1,0,0,0
926,43,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,14,3,4,0,23,3,4,21,7,15,17
927,36,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,11,3,4,0,18,2,3,16,14,5,12
928,44,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,11,3,4,1,10,2,3,10,7,0,5
929,28,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,12,3,2,1,2,2,3,2,2,2,2
930,51,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,14,3,2,0,8,6,2,7,0,7,7
931,30,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,18,3,3,0,10,3,3,8,4,1,7
932,29,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,13,3,1,2,10,2,3,7,7,7,7
933,28,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,11,3,2,0,5,2,2,3,2,1,2
934,25,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,18,3,4,0,2,3,2,2,2,2,1
935,32,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,15,3,3,2,10,4,4,10,7,0,8
936,45,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,13035,3,22,4,3,0,22,4,3,0,0,0,0
937,39,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,13,3,4,2,21,4,3,19,9,15,2
938,58,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,12,3,4,2,2,3,3,2,2,2,2
939,32,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,18,3,1,1,10,3,3,10,4,1,1
940,39,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,13,3,1,0,6,2,3,5,2,0,3
